tweet_id,author_id,inbound,created_at,text,response_tweet_id,in_response_to_tweet_id
2732986,Uber_Support,False,Mon Nov 20 16:15:05 +0000 2017,@136339 We're here to help! Send us a DM with your email address so we can connect.,,2732987.0
2732988,Uber_Support,False,Mon Nov 20 16:14:48 +0000 2017,"@766060 Happy to clarify, Rakesh. Please follow the link below to DM us more details of your concern. https://t.co/sd7yH5jmbJ",,2732989.0
2732990,Uber_Support,False,Mon Nov 20 16:02:40 +0000 2017,@766060 Here to help! Please send us a DM with your email address so we can connect.,2732989,2732991.0
2732992,Uber_Support,False,Mon Nov 20 16:14:16 +0000 2017,"@766061 We can definitely take a closer look! Contact us here; https://t.co/mSBDsMUeID, so we can help.",,2732993.0
2732994,Uber_Support,False,Mon Nov 20 16:13:49 +0000 2017,@284340 Please remove personal information from public view and we'll follow up about this via DM. Thanks! https://t.co/sd7yH5jmbJ,,2732995.0
2732996,Uber_Support,False,Mon Nov 20 16:11:15 +0000 2017,@176993 We're sorry for the trouble! We're currently reviewing your email and will follow up shortly.,,2732997.0
2732998,Uber_Support,False,Mon Nov 20 16:09:34 +0000 2017,@176993 Here to help! Send us a note via https://t.co/h840Iouehc so our team can get in touch.,2732999,2732997.0
2733000,Uber_Support,False,Mon Nov 20 16:06:50 +0000 2017,@766062 Hi there! Happy to help. Please reach out to https://t.co/FF2YGTGjuA so we can get in touch.,,2733001.0
2733002,Uber_Support,False,Mon Nov 20 16:03:18 +0000 2017,@766063 Hi there! You can always share your referral code with friends so you can rack up free rides when they sign up.,2733003,2733004.0
2733005,Uber_Support,False,Mon Nov 20 16:01:11 +0000 2017,@766064 We're sorry to hear this was your experience. Contact us via https://t.co/y4EDPcVZOI and we'll be in touch.,,2733006.0
2733007,Uber_Support,False,Mon Nov 20 15:59:54 +0000 2017,@766065 We're working hard to expand our service area! Stay tuned to our website for updates: https://t.co/Mf9vzZ0uru,,2733008.0
2733009,Uber_Support,False,Mon Nov 20 15:58:53 +0000 2017,@766066 We absolutely want to follow up right away. Please send us a DM with your email address so we can connect.,,2733010.0
2733011,Uber_Support,False,Mon Nov 20 15:58:51 +0000 2017,@766067 Here to help! Send us a note at https://t.co/OhfgxSAY58 so our team can connect.,,2733012.0
2733063,Uber_Support,False,Mon Nov 20 16:34:46 +0000 2017,@766081 Sorry for the trouble! Please reach out to https://t.co/zUe0dj6yoX and fill out the boxes at the bottom so we can get in touch.,2733064,2733065.0
2733129,Uber_Support,False,Mon Nov 20 16:34:12 +0000 2017,@766096 Sorry to hear that. Please have your sister drop us a note at https://t.co/593jusCquh and a member of our team will follow up.,2733130,2733131.0
2733225,Uber_Support,False,Mon Nov 20 16:29:45 +0000 2017,@766109 We're here to help! Send us a DM with your email address so we can assist.,,2733226.0
2733385,Uber_Support,False,Wed Jul 19 09:00:08 +0000 2017,@766153 That doesn't sound right! Please DM us the email address linked to your Uber account so we can look into this for you.,2733386,2733387.0
2734527,Uber_Support,False,Mon Nov 20 19:56:59 +0000 2017,@766405 So sorry about that! Send us a DM with your email address so we can connect right away.,,2734528.0
2734530,Uber_Support,False,Mon Nov 20 19:52:08 +0000 2017,@766405 We're sorry to hear this was your experience. Please send us a note via https://t.co/e8HVorX5rh so we can help.,2734528,2734531.0
2734532,Uber_Support,False,Mon Nov 20 19:56:19 +0000 2017,@766406 Here to help! Please send us a note here; https://t.co/2GUj1y6rFA so our team can assist.,,2734533.0
2734534,Uber_Support,False,Mon Nov 20 19:52:52 +0000 2017,@766407 We're sorry to hear this. Can you please send us a DM (direct messages) of your email address so we can look into this?,,2734535.0
2734536,Uber_Support,False,Mon Nov 20 20:05:01 +0000 2017,"@766405 For us to further assist you, may we request you to send us a DM with your email address?",,2734529.0
2734537,Uber_Support,False,Mon Nov 20 19:49:51 +0000 2017,@766408 Here to help! Send us a note at https://t.co/OhfgxSAY58 so our team can connect.,,2734538.0
2734539,Uber_Support,False,Mon Nov 20 19:49:32 +0000 2017,@220054 Sorry to hear about that! Send us a DM with your email address so we can follow up.,,2734540.0
2734541,Uber_Support,False,Mon Nov 20 19:49:24 +0000 2017,@766409 We see your outreach and a member of our team will be following up via email as soon as possible. We appreciate your patience.,2734542,2734543.0
2734544,Uber_Support,False,Mon Nov 20 20:13:07 +0000 2017,@766409 We've followed up within your Direct Messages!,,2734542.0
2734545,Uber_Support,False,Mon Nov 20 19:44:24 +0000 2017,@766409 We're so sorry about that! Please send us a DM with your email address with details so we can connect.,2734543,2734546.0
2734547,Uber_Support,False,Mon Nov 20 19:48:52 +0000 2017,@766410 Hi Josh! We see your outreach and a member of our team will be following up via email as soon as possible. We appreciate your patience.,,2734548.0
2734550,Uber_Support,False,Mon Nov 20 19:22:07 +0000 2017,@766410 Sorry to hear about that! Can you please contact us via https://t.co/nNTmqKFfZd so our team can connect?,2734548,2734551.0
2734549,Uber_Support,False,Mon Nov 20 19:46:07 +0000 2017,@766410 Hi there! Please send us a DM with your email address so we can connect.,,2734548.0
2734552,Uber_Support,False,Mon Nov 20 19:41:21 +0000 2017,@766411 We're here to help! Please visit for more info; https://t.co/qfimGYE4QO.,,2734553.0
2734554,Uber_Support,False,Mon Nov 20 19:39:27 +0000 2017,@766412 We're here to help. Kindly send us a note here; https://t.co/mSBDsMUeID and our team will get in touch to assist you further.,,2734555.0
2734556,Uber_Support,False,Mon Nov 20 19:37:51 +0000 2017,@766413 We can definitely take a closer look! Please send us a DM with your email address and more details so we can follow up.,2734557,2734558.0
2734559,Uber_Support,False,Mon Nov 20 20:15:33 +0000 2017,"@766413 Hey, Brett. We've sent you a message via DM. Please check your inbox.",,2734557.0
2734560,Uber_Support,False,Mon Nov 20 19:36:11 +0000 2017,@766414 Sorry for the confusion! Send us a note here: https://t.co/CkGYDlYIIz so we can follow up.,,2734561.0
2734562,Uber_Support,False,Mon Nov 20 19:26:59 +0000 2017,"@766414 Happy to help! For more information on how to cancel my order, please visit us here; https://t.co/gA9nTOYk8l",2734561,2734563.0
2734564,Uber_Support,False,Mon Nov 20 19:35:56 +0000 2017,@766415 Hi there! We see your outreach and a member of our team will be following up via email as soon as possible. We appreciate your patience.,,2734565.0
2734566,Uber_Support,False,Mon Nov 20 19:30:50 +0000 2017,@766415 Sorry for the confusion. Please send us a DM with your email address so we can follow up.,2734565,2734567.0
2734568,Uber_Support,False,Mon Nov 20 19:24:27 +0000 2017,@766415 Here to help. Kindly send a note at: https://t.co/1xM0TILvAI so our team will connect.,2734567,2734569.0
2734570,Uber_Support,False,Mon Nov 20 19:35:44 +0000 2017,@766416 Let's take a closer look! Can you send us a DM with your email address so we can connect?,,2734571.0
2734572,Uber_Support,False,Mon Nov 20 19:34:56 +0000 2017,@766417 We absolutely want to follow up right away. Please send us a DM with your email address so we can connect.,2734573,2734574.0
2734575,Uber_Support,False,Mon Nov 20 19:33:46 +0000 2017,@766418 Find out more info about getting a fare estimate here; https://t.co/VV0p2adOjs,,2734576.0
2734577,Uber_Support,False,Mon Nov 20 19:32:41 +0000 2017,"@264924 As previously mentioned, we've escalated this to the appropriate team and we'll be reach back out with further detail via email. Please note, this can be responded to via in-app directly from the help section as well.",,2734578.0
2734580,Uber_Support,False,Mon Nov 20 17:48:48 +0000 2017,@264924 Thanks for reaching out. A member of our specialized team will be in touch with you shortly to discuss this matter further via email. We appreciate your patience.,2734578,2734581.0
2734582,Uber_Support,False,Mon Nov 20 19:31:38 +0000 2017,@766419 Here to help! Please send us a note here; https://t.co/a2H78GHc13 so our team can assist.,,2734583.0
2734584,Uber_Support,False,Mon Nov 20 19:30:52 +0000 2017,"@766420 Sorry for the trouble! Send us a note here, https://t.co/e8HVorX5rh, and our team will be in touch.",,2734585.0
2735783,Uber_Support,False,Sun Nov 26 23:57:05 +0000 2017,@766671 Here to help! Send us a note at; https://t.co/K05RdmK3t4 so our team can assist.,,2735784.0
2735785,Uber_Support,False,Sun Nov 26 23:56:38 +0000 2017,@766672 We can take a look! Send us a note via https://t.co/e8HVorX5rh so our team can get in touch.,2735786,2735787.0
2735788,Uber_Support,False,Mon Nov 27 00:05:38 +0000 2017,@766672 Happy to take a closer look! Send us a DM with your email address so we can follow up.,,2735786.0
2735789,Uber_Support,False,Sun Nov 26 23:55:56 +0000 2017,@766673 We take this very seriously. Please contact us via https://t.co/oyYyAsTGGq so our team can further assist.,2735790,2735791.0
2735792,Uber_Support,False,Sun Nov 26 23:55:01 +0000 2017,@571031 We've been in touch via DM!,,2735793.0
2735794,Uber_Support,False,Sun Nov 26 23:45:44 +0000 2017,@571031 We've been in touch via DM. Please check your messages. Thanks!,2735793,2735795.0
2735796,Uber_Support,False,Sun Nov 26 23:53:14 +0000 2017,@766675 Here to help! Send us a note via https://t.co/R8Xm8a7StU so we can help.,,2735797.0
2735798,Uber_Support,False,Sun Nov 26 23:52:18 +0000 2017,@556255 Here to help. Send us a note at https://t.co/QDn91HzZV0 so our team can connect.,,2735799.0
2735800,Uber_Support,False,Sun Nov 26 23:49:40 +0000 2017,@766676 Hello there! Send us a DM with your email address so we can connect.,,2735801.0
2735802,Uber_Support,False,Sun Nov 26 23:46:51 +0000 2017,@766676 Here to help. Send us a note at https://t.co/oEOANqFpjc so our team can connect.,2735801,2735803.0
2735804,Uber_Support,False,Sun Nov 26 23:46:32 +0000 2017,@758335 We're currently reviewing your email and will connect shortly. Thanks!,,2735805.0
2735806,Uber_Support,False,Sun Nov 26 23:46:04 +0000 2017,@501875 Here to help. Send us a note at https://t.co/KL7B4CB8pp so our team can connect.,,2735807.0
2735808,Uber_Support,False,Sun Nov 26 23:40:35 +0000 2017,@766677 Sorry to hear about that. Please send us a note at https://t.co/iOszeeHZhQ,,2735809.0
2735810,Uber_Support,False,Sun Nov 26 23:38:53 +0000 2017,"@766678 We're here to help! Send us a note here, https://t.co/h840Iouehc and our team will be in touch.",,2735811.0
2735812,Uber_Support,False,Tue Nov 21 22:54:32 +0000 2017,@766678 Here to help! Please send us a note at https://t.co/e8HVorX5rh and we'll be happy to look into this for you.,2735811,2735813.0
2735814,Uber_Support,False,Sun Nov 26 23:35:52 +0000 2017,@128445 Happy to take a closer look! Send us a DM with your email address so we can follow up.,,2720599.0
2735816,Uber_Support,False,Sun Nov 26 23:33:08 +0000 2017,"@766679 Thank you for reaching out! In order to further assist you, we'll need you to send us a note at https://t.co/StKy7B0k57.","2735817,2735818",2735819.0
2735820,Uber_Support,False,Mon Nov 27 00:12:33 +0000 2017,@766681 Hi there! Our team is reviewing your email and will be in touch. We appreciate your patience. Please keep an eye on your email for the response.,,2735818.0
2735821,Uber_Support,False,Mon Nov 27 00:09:30 +0000 2017,@766681 We'd like to look into this. Please DM us the email associated with your account and we'll follow up.,,2735818.0
2736458,Uber_Support,False,Mon Nov 20 20:26:57 +0000 2017,@141110 Sorry to hear about that. Can you please send us a DM with your email address? From there we'll be able to assist further.,,2736459.0
2736460,Uber_Support,False,Mon Nov 20 18:03:01 +0000 2017,@141110 Here to help. Send us a note at https://t.co/u3MyknJaaN so our team can connect.,"2736461,2736459",2736462.0
2736480,Uber_Support,False,Mon Nov 20 20:25:55 +0000 2017,@766841 Here to help! Please send us a note here; https://t.co/fmrmz8eLET so our team can assist.,,2736481.0
2736482,Uber_Support,False,Mon Nov 20 20:25:45 +0000 2017,"@766842 We're sorry to hear this! Please let us know the email address associated with your account, as well as some info about the issue you're having. Our team will follow up.",,2736483.0
2736485,Uber_Support,False,Mon Nov 20 20:22:42 +0000 2017,@243841 Happy to help! Please reach out to https://t.co/zUe0dj6yoX and fill out the 4 boxes at the bottom so we can get in touch.,,2736486.0
2736487,Uber_Support,False,Mon Nov 20 20:22:21 +0000 2017,@766843 Sorry to hear that. Can you please send us a DM (direct messages) of your email address so we can connect?,,2736488.0
2736489,Uber_Support,False,Mon Nov 20 20:21:23 +0000 2017,"@122616 Here to help! Send us a note here, https://t.co/e8HVorX5rh and our team will follow up.",,2736490.0
2736491,Uber_Support,False,Mon Nov 20 20:20:24 +0000 2017,@766844 Here to help. Send us a note at https://t.co/dwDjAokZht so our team can connect.,,2736492.0
2736493,Uber_Support,False,Mon Nov 20 20:19:15 +0000 2017,"@766845 Happy to connect. Send us a note here; https://t.co/tv4psVy8sr, and we'll be in touch!",,2736494.0
2736495,Uber_Support,False,Mon Nov 20 20:18:22 +0000 2017,"@766846 Thanks for reaching out, Jenny. Our driver partners are required by law to accommodate service animals, and violators will no longer be able to operate on the platform. You can see our service animal policy on this page https://t.co/e6E5Pr5i3j.",2736496,2736497.0
2736499,Uber_Support,False,Mon Nov 20 20:16:04 +0000 2017,@529061 We're here to help! Please send us a note via https://t.co/rOtqyWzf0B so we can connect.,,2736500.0
2736501,Uber_Support,False,Mon Nov 20 20:14:51 +0000 2017,"@766849 According to our privacy policy, we will have to speak directly to the account holder. Please have them contact us via https://t.co/rOtqyWzf0B so our team can assist you!",2736502,2736503.0
2736504,Uber_Support,False,Mon Nov 20 20:33:40 +0000 2017,@766849 Happy to help! Please have the account holder send us a note at https://t.co/S2ic1RcT0l so we can look into this further.,2736505,2736502.0
2736506,Uber_Support,False,Mon Nov 20 21:12:19 +0000 2017,"@766849 Hi, Julie. Please feel free to DM us the email address tied to the account. We'll gladly locate any support contacts and follow up directly with the account holder.",2736507,2736505.0
2736508,Uber_Support,False,Mon Nov 20 20:14:14 +0000 2017,@766850 Sorry to hear about that! Send us a DM with your email address so we can further assist.,,2736509.0
2736511,Uber_Support,False,Mon Nov 20 20:13:28 +0000 2017,"@766851 Hi there! We deliver the food you want, from the restaurants you love, at Uber speed. Stay tuned at https://t.co/6rZp3XyWol for updates.",,79251.0
2736510,Uber_Support,False,Mon Nov 20 20:12:32 +0000 2017,@766850 Here to help. Send us a note at https://t.co/e8HVorX5rh so our team can connect.,,2736509.0
2736512,Uber_Support,False,Mon Nov 20 20:12:15 +0000 2017,"@766852 Happy to help, Vincent! Please send us a note at https://t.co/673U0gSnHo and a member of our team will follow up with you.",,2736513.0
2736514,Uber_Support,False,Mon Nov 20 20:10:20 +0000 2017,"@766853 Here to help! Send us a note here, https://t.co/zJ6aIZinzb and our team will follow up.",,2736515.0
2736516,Uber_Support,False,Mon Nov 20 20:08:30 +0000 2017,@766854 Here to help! Send us a note at https://t.co/EGiaYE5JMU so our team can connect.,,2736517.0
2736518,Uber_Support,False,Mon Nov 20 20:07:08 +0000 2017,"@766855 Here to help! Send us a note here, https://t.co/nFTc4ODH3P and our team will follow up.",,2736519.0
2736520,Uber_Support,False,Mon Nov 20 20:06:38 +0000 2017,@766856 We're sorry to hear this. Can you please send us a DM of your email address so we can look into this?,,2736521.0
2736522,Uber_Support,False,Mon Nov 20 20:05:14 +0000 2017,@766857 We can definitely take a closer look! Please send us a note via https://t.co/lqVgKo4ZO3 so we can connect.,,2736523.0
2736524,Uber_Support,False,Mon Nov 20 20:03:11 +0000 2017,@766858 We can definitely take a look! Can you please send us a DM (direct messages) of your email address so we can connect?,,2736525.0
2736528,Uber_Support,False,Mon Nov 20 20:01:23 +0000 2017,@766859 We can take a look! Please send us a note here; https://t.co/J1AzB6DDDr so our team can assist.,,2736529.0
2736530,Uber_Support,False,Mon Nov 20 20:00:54 +0000 2017,@766860 Here to help! Send us a note via https://t.co/K05RdmK3t4 so our team can connect.,,2736531.0
2736532,Uber_Support,False,Mon Nov 20 19:59:04 +0000 2017,@766861 Sorry to hear about that! Can you please contact us via https://t.co/593jusCquh so our team can connect.,,2736533.0
2736527,Uber_Support,False,Mon Nov 20 19:58:55 +0000 2017,"@766858 Sorry for the trouble! Send us a note here, https://t.co/nFTc4ODH3P and our team will be in touch.",,2736526.0
2738008,Uber_Support,False,Mon Nov 20 20:57:49 +0000 2017,@725049 We can definitely take a closer look! Please send us a DM with your email address so we can follow up.,,2738009.0
2738010,Uber_Support,False,Mon Nov 20 20:56:04 +0000 2017,@739585 Here to help. Kindly reach this link: https://t.co/uyu75C1UG8 for more details.,2738011,2738012.0
2738013,Uber_Support,False,Mon Nov 20 22:21:05 +0000 2017,@739585 Hi there! Please reach out to https://t.co/zUe0dj6yoX and fill out the 4 boxes at the bottom so we can get in touch.,,2738011.0
2738016,Uber_Support,False,Mon Nov 20 20:53:40 +0000 2017,@524989 We see your outreach and a member of our team will be following up via email as soon as possible. We appreciate your patience.,2738017,2738018.0
2738021,Uber_Support,False,Mon Nov 20 20:47:31 +0000 2017,"@524989 Here to help! Send us more information regarding your concern, so we can further assist.",2738018,2738022.0
2738023,Uber_Support,False,Mon Nov 20 20:53:26 +0000 2017,@767190 Here to help! Please send us a note here; https://t.co/Tq0sPMsSdu so our team can assist.,"2738024,2738025",171822.0
2738026,Uber_Support,False,Wed Nov 22 07:22:22 +0000 2017,@767192 We're here to help! Send us a DM with your email address and more details so we can follow up.,,2738025.0
2738027,Uber_Support,False,Mon Nov 20 20:51:27 +0000 2017,@767193 We can take a look on this. Kindly send a note here: https://t.co/h3vAjBLlBH so we can connect.,,2738028.0
2738029,Uber_Support,False,Mon Nov 20 20:45:33 +0000 2017,@767194 Here to help! Please send us a note here; https://t.co/G6utFs8cUp so our team can assist.,2738030,2738031.0
2738032,Uber_Support,False,Mon Nov 20 20:45:09 +0000 2017,@767195 We apologize for any inconvenience. Kindly send a note here: https://t.co/fS660rQ8NQ so we can connect.,,2738033.0
2738034,Uber_Support,False,Mon Nov 20 20:43:31 +0000 2017,"@767196 At the end of each trip, you'll be able to rate your driver as well as leave a comment, Kate! You can also provide rating and feedback at the bottom of your receipt. Hope this helps.",,2738035.0
2738036,Uber_Support,False,Mon Nov 20 20:43:01 +0000 2017,"@767197 Happy to connect. Send us a note here; https://t.co/fS660rQ8NQ, and we'll be in touch!",2738037,2738038.0
2738039,Uber_Support,False,Tue Nov 21 01:59:37 +0000 2017,@767197 We're here to help! Send us a DM with your email address so we can assist.,,2738037.0
1696136,Uber_Support,False,Mon Nov 20 20:42:43 +0000 2017,@514576 We're sorry to hear this. Can you please send us a DM of your email address so we can look into this?,2738040,1696135.0
2738041,Uber_Support,False,Mon Nov 20 20:41:47 +0000 2017,@356090 Here to help! Please send us a DM with your email address so we can connect.,,2738042.0
2738043,Uber_Support,False,Mon Nov 20 20:40:23 +0000 2017,@677585 Hi there! Our team has recently responded via email. Please reply there if you have additional questions!,,2738044.0
2738045,Uber_Support,False,Mon Nov 20 20:39:49 +0000 2017,@767198 Here to help! Send us a note https://t.co/WFtPA6RjWt via so our team can connect.,,2738046.0
2738047,Uber_Support,False,Mon Nov 20 20:39:03 +0000 2017,@290573 Here to help. Send us a note at https://t.co/kGIXas5Cxg so our team can connect.,2738048,2738049.0
2738050,Uber_Support,False,Tue Nov 21 08:53:58 +0000 2017,@290573 We see your outreach and a member of our team will be following up via email as soon as possible. We appreciate your patience.,2738051,2738048.0
2738052,Uber_Support,False,Tue Nov 21 15:55:08 +0000 2017,@290573 We currently don't see any restrictions that would hinder you from signing in as normal. We recommend force closing the app and try to sign in again. Please send us a DM with details if you're still experiencing issues accessing your account.,2738053,2738051.0
2738054,Uber_Support,False,Tue Nov 21 16:25:53 +0000 2017,"@290573 We appreciate you getting in touch. A member of our team has followed up on your support inquiry. If you are still unable to access your account, you can send us a note here https://t.co/BDlHSjUF9c and we can help get you signed back in.",2738055,2738053.0
2738056,Uber_Support,False,Tue Nov 21 16:29:09 +0000 2017,@290573 Hi there! It seems a member of our team has reached out to you. Please check your email and follow up with them there.,2738057,2738055.0
2738058,Uber_Support,False,Mon Nov 20 20:38:59 +0000 2017,"@767199 @41172 @105382 Hello there! We appreciate your feedback, we'll be sure to escalate this to our team.",2738059,2738060.0
2738061,Uber_Support,False,Mon Nov 20 20:37:50 +0000 2017,@767200 Sorry to hear that! Send us a note here: https://t.co/1xM0TILvAI so we can follow up.,,2738062.0
2738063,Uber_Support,False,Mon Nov 20 20:37:26 +0000 2017,@767201 Happy to follow up! Contact us via https://t.co/EFYZbgbaCP so we can connect.,,2738064.0
2738065,Uber_Support,False,Mon Nov 20 20:35:25 +0000 2017,"@767202 Here to help! Send us a note here, https://t.co/h840Iouehc, and our team will follow up.",2738066,2738067.0
2738068,Uber_Support,False,Mon Nov 20 20:58:23 +0000 2017,@767202 We see your DM and we'll follow up shortly. Please keep an eye on your inbox for updates!,,2738066.0
2738069,Uber_Support,False,Mon Nov 20 20:34:30 +0000 2017,@573324 Here to help! Please reach out to https://t.co/QDn91HzZV0 and fill out the 4 boxes at the bottom so we can get in touch.,,2738070.0
2738071,Uber_Support,False,Mon Nov 20 20:34:13 +0000 2017,"@264924 We've followed up within your Direct Messages, Keren!",,2734579.0
2738072,Uber_Support,False,Mon Nov 20 20:33:11 +0000 2017,@767203 We're here to help! Please send us a note via https://t.co/Ql7LmK5BV3 so we can connect.,,2738073.0
2738074,Uber_Support,False,Mon Nov 20 20:31:31 +0000 2017,"@373400 Happy to look into that with you, Gabby. Please send a note our way via https://t.co/balq3Eyso6 so we can connect.",,2738075.0
2738076,Uber_Support,False,Mon Nov 20 20:31:22 +0000 2017,@423482 Here to help! Send us a note via https://t.co/ZKt0NHVs3P so our team can connect.,,2738077.0
2738079,Uber_Support,False,Mon Nov 20 20:30:51 +0000 2017,@767204 Find out more info about scheduling a ride in advance here; https://t.co/VYt9zqEmr3.,,2738080.0
2739541,Uber_Support,False,Mon Nov 20 17:27:59 +0000 2017,@767554 Sorry to hear about that! Can you please contact us via https://t.co/Md7v036OoC so our team can connect?,"2739542,2739543",2739544.0
2739545,Uber_Support,False,Mon Nov 20 17:35:10 +0000 2017,@767554 Happy to help! Please confirm your email address or phone number through direct message so we can further assist.,2739547,2739543.0
2739546,Uber_Support,False,Mon Nov 20 17:32:55 +0000 2017,@767554 We're here to help! Send us a DM with your email address so we can assist.,2739548,2739543.0
2739549,Uber_Support,False,Mon Nov 20 17:27:47 +0000 2017,@767555 Here to help! Please visit this link: https://t.co/cOrJDzxTIb for more information.,"2739550,2739551,2739552",2739553.0
2739554,Uber_Support,False,Mon Nov 20 17:37:14 +0000 2017,@767555 Sorry for the trouble! Please send us a note via https://t.co/FI49AvJmZ2 so we can assist further.,,2739552.0
2739555,Uber_Support,False,Mon Nov 20 17:18:56 +0000 2017,"@767555 Happy to help, Ernest! We have more info on how to request a trip invoice on this page https://t.co/RaBdWoRC7E.",2739553,2739556.0
2739558,Uber_Support,False,Mon Nov 20 17:26:14 +0000 2017,@767556 Happy to help! Send us a DM with your email address and our team will follow up.,,2739559.0
2739561,Uber_Support,False,Mon Nov 20 17:19:50 +0000 2017,@767556 Here to help! Send us a note via https://t.co/1xM0TILvAI so our team can connect.,2739559,2739562.0
2739563,Uber_Support,False,Mon Nov 20 17:25:59 +0000 2017,@767557 Here to help! Send us a note via https://t.co/Uu45NVDdY5 so our team can connect.,"2739564,2739565",2739566.0
2739568,Uber_Support,False,Mon Nov 20 17:25:45 +0000 2017,@767558 Happy to explain! Please visit https://t.co/PC46eYVM6A for more information.,,2739569.0
2739570,Uber_Support,False,Mon Nov 20 17:21:17 +0000 2017,@355543 Happy to help! Send us a DM with your email address and our team will follow up.,,2739571.0
2739573,Uber_Support,False,Mon Nov 20 17:20:40 +0000 2017,@767559 Here to help! Send us a note via https://t.co/ZKt0NHVs3P and we'll be in touch.,,2739574.0
2739560,Uber_Support,False,Mon Nov 20 17:28:15 +0000 2017,@767556 Happy to help! Our team is currently reviewing your email and will follow up directly.,,2739559.0
2739572,Uber_Support,False,Mon Nov 20 17:19:38 +0000 2017,@355543 Hi there! Please send us a note at https://t.co/oEOANqFpjc and we'll be happy to look into this for you.,2739575,2739571.0
2739576,Uber_Support,False,Mon Nov 20 17:38:27 +0000 2017,@355543 We see your DMs and we'll be following up shortly. We appreciate your patience and understanding thus far!,,2739575.0
2739577,Uber_Support,False,Mon Nov 20 17:19:12 +0000 2017,"@284340 Thank you for reaching back out. A member of our team has followed up with your in-app support inquiry appropriately. In order to preserve communication, please follow up directly to the support inquiry via the ""Help"" section of your app with any additional questions or concerns.",,2739578.0
2739579,Uber_Support,False,Mon Nov 20 17:12:48 +0000 2017,@212228 We're sorry to hear this was your experience. Can you send us a DM with your email address so we can connect?,,2739580.0
2739581,Uber_Support,False,Mon Nov 20 17:12:22 +0000 2017,@767560 Sorry to hear that! Send us a note here: https://t.co/fS660rQ8NQ  so we can connect?,,2739582.0
2739583,Uber_Support,False,Mon Nov 20 17:12:22 +0000 2017,@764553 We're here to help! Send us a DM with your email address so we can assist.,,2726328.0
2739584,Uber_Support,False,Mon Nov 20 17:12:12 +0000 2017,@767561 Here to help! Send us a DM with your email address with more info so we can assist.,,2739585.0
2739586,Uber_Support,False,Mon Nov 20 17:10:20 +0000 2017,@767562 Here to help! Send us a note at https://t.co/IJyXXAn11f so our team can connect.,,2739587.0
2739588,Uber_Support,False,Mon Nov 20 17:09:22 +0000 2017,@405721 Happy to take a look! Send us a note via https://t.co/BDlHSjUF9c so our team can connect.,,2739589.0
2739590,Uber_Support,False,Mon Nov 20 17:08:45 +0000 2017,@767563 Here to help. Send us a note at https://t.co/WbmljlOtLY so our team can connect.,2739591,2739592.0
2739594,Uber_Support,False,Mon Nov 20 17:05:30 +0000 2017,@119979 Sorry to hear about that! Can you please contact us via https://t.co/1xM0TILvAI so our team can connect?,,2739595.0
2739596,Uber_Support,False,Mon Nov 20 17:05:15 +0000 2017,"@767564 Here to help! Send us a note here, https://t.co/h840Iouehc and our team will follow up.",,2739597.0
2739598,Uber_Support,False,Mon Nov 20 17:03:49 +0000 2017,@767565 Sorry to hear about the trouble. Please send us a note here; https://t.co/xMxswVLBKT and our team will get in touch to assist.,2739599,2739600.0
2739601,Uber_Support,False,Tue Nov 21 16:58:10 +0000 2017,@767565 We're here to help! Send us a DM with your email address and more details so we can follow up.,,2739599.0
2739602,Uber_Support,False,Mon Nov 20 17:02:43 +0000 2017,"@767566 Hi there, we're here to help! Send us a note here; https://t.co/41EELWKjnd so we can help.",,2739603.0
2739604,Uber_Support,False,Mon Nov 20 17:00:15 +0000 2017,@767567 Here to help! Send us a note at https://t.co/6IqAxVj2X4 so our team can connect.,,2739605.0
2739606,Uber_Support,False,Mon Nov 20 16:59:08 +0000 2017,@767568 Happy to take a look! Send us a note via https://t.co/41EELWKjnd so our team can connect.,,2739607.0
2740809,Uber_Support,False,Mon Nov 20 17:56:51 +0000 2017,"@767823 Due to our privacy policy, we will have to speak directly to the account holder. Please have them contact us via https://t.co/fS660rQ8NQ .",,2740810.0
2740834,Uber_Support,False,Mon Nov 20 17:56:35 +0000 2017,@767825 Not at the moment! But you can always share your referral code with friends so you can rack up free rides when they sign up.,2740835,2740836.0
2740837,Uber_Support,False,Mon Nov 20 17:55:58 +0000 2017,"@219998 Hi, Ashish! Go ahead and check your app! We've reached out to you via in-app support which you can respond to directly for further details as we'll be streamlining all communication through the support function.","2740838,2740839",2740840.0
2740841,Uber_Support,False,Mon Nov 20 18:04:34 +0000 2017,"@219998 We're sorry to hear you're experiencing some trouble, Raj! So that we can further connect about this concern, we ask that you DM us a screenshot of the issue you are experiencing.  https://t.co/sd7yH5jmbJ",,2740838.0
2740844,Uber_Support,False,Mon Nov 20 17:30:36 +0000 2017,"@219998 Hi, Raj.  We've escalated your support inquiry to a specialist, and someone will be reaching out to you momentarily. We appreciate your patience and understanding thus far.",2740843,2740845.0
2740846,Uber_Support,False,Mon Nov 20 17:55:33 +0000 2017,@767826 We're here to help! Send us a DM with your email address so we can assist.,,2740847.0
2740848,Uber_Support,False,Mon Nov 20 17:55:14 +0000 2017,@767827 We absolutely want to follow up right away. Please send us a DM with your email address so we can connect.,2740849,2740850.0
2740851,Uber_Support,False,Mon Nov 20 18:18:52 +0000 2017,@767827 Happy to help! Please confirm your email address or phone number through direct message so we can further assist.,,2740849.0
